id,profit,online,age,inc,tenure,district
16013,-14,0,4,1,3.329999924,1100
16014,-68,0,,,10.25,1200
16016,362,0,7,3,12,1200
16017,188,0,,,6.75,1300
16018,32,0,5,6,25,1300
16019,-62,0,6,1,2.910000086,1200
16020,-105,0,3,7,3.079999924,1200
16021,-28,0,6,3,2.5,1200
16023,199,0,4,6,25.75,1200
16025,215,0,5,9,5.409999847,1200
16027,379,0,6,6,18.65999985,1200
16028,-8,0,,,11.32999992,1200
16029,385,0,3,5,23,1200
16030,-56,0,4,5,6.409999847,1200
16031,695,0,3,7,6.579999924,1200
16032,-3,0,3,1,2.910000086,1100
16033,-16,0,7,2,1.409999967,1200
16034,632,0,7,2,22.82999992,1200
16035,40,0,3,9,10.40999985,1200
16036,-93,0,,,24.90999985,1200
16037,-5,0,3,3,7.409999847,1200
16038,-83,0,4,7,22.32999992,1200
16040,507,0,4,6,9.579999924,1200
16041,142,0,,,38.5,1200
16042,389,0,5,8,8.829999924,1200
16043,-89,0,2,6,6,1200
16045,-105,0,1,,1.25,1200
16046,-82,0,2,7,11.82999992,1200
16047,-12,0,,,0.660000026,1200
16049,55,0,7,3,9.409999847,1200
16050,39,0,5,6,4.659999847,1200
16051,16,0,6,5,12.57999992,1100
16052,-17,0,,,1.5,1100
16053,713,0,6,9,8.329999924,1100
16054,203,0,6,6,27.90999985,1200
16055,22,0,3,6,3.329999924,1200
16056,59,0,2,3,7.329999924,1200
16057,-23,0,2,4,4.579999924,1200
16058,139,0,3,1,1.580000043,1200
16059,-32,0,,,6.75,1200
16060,12,0,,,0.159999996,1100
16061,225,0,,,11,1200
16063,251,0,3,6,3.75,1200
16064,258,0,2,3,7.5,1200
16065,-16,0,5,5,7.75,1200
16066,-50,0,,,3.829999924,1100
16067,1466,0,4,5,8.5,1200
16068,261,0,3,7,13.90999985,1200
16069,1197,0,4,1,31.32999992,1200
16070,-27,0,,,12.32999992,1200
16071,-54,0,7,6,4.909999847,1200
16072,-3,0,2,3,2.579999924,1200
16073,220,0,4,7,7.909999847,1300
16074,2,0,,,2.910000086,1300
16075,-84,0,6,5,6.829999924,1200
16076,-27,0,1,3,17.5,1200
16077,-23,0,,,3.660000086,1200
16078,10,0,7,3,5.329999924,1200
16079,636,0,5,7,23.5,1200
16080,-28,0,,,2.160000086,1200
16081,-4,0,,,5.75,1200
16082,-2,0,,6,1.330000043,1200
16083,50,0,3,6,1.409999967,1200
16084,-32,0,,,1.409999967,1200
16085,86,0,4,7,6.909999847,1200
16086,-32,0,3,1,7.329999924,1100
16088,-26,0,,,5.579999924,1300
16089,-68,0,1,6,4.159999847,1200
16090,8,0,3,8,15.32999992,1300
16091,-43,0,3,3,1.5,1200
16093,509,0,3,9,8.329999924,1200
16094,-28,0,2,,0.660000026,1200
16095,-18,0,,,17.65999985,1200
16096,454,0,7,5,33.65999985,1300
16097,16,0,4,7,0.829999983,1300
16098,698,0,3,3,10.75,1200
16099,249,0,4,,14.5,1200
16102,-122,0,3,7,11.15999985,1200
16103,-55,0,,,3.660000086,1200
16104,362,0,3,4,3.160000086,1300
16105,63,0,7,3,8,1100
16106,155,0,4,6,11,1200
16107,77,0,7,3,11.40999985,1200
16108,12,0,,,5.079999924,1100
16109,-26,0,4,,14.15999985,1100
16110,-16,0,3,7,16.75,1200
16111,116,0,4,4,5.079999924,1200
16112,262,0,3,9,7.25,1200
16114,415,0,7,4,5.659999847,1200
16116,440,0,,,12,1200
16118,-90,0,5,8,0.5,1300
16119,547,0,4,6,22.07999992,1200
16120,123,0,4,6,17.5,1200
16121,-31,0,,,6.659999847,1200
16122,487,0,5,4,22.90999985,1200
16123,296,0,7,7,9.829999924,1200
16124,61,0,6,3,13.75,1200
16125,533,0,7,1,19.15999985,1100
16126,434,0,4,6,4.909999847,1200
16127,-36,0,,,2.5,1200
16128,76,0,,,1.330000043,1200
16129,-4,0,,,3.160000086,1200
16130,-152,0,,,6.75,1200
16132,205,0,,,3.829999924,1200
16133,173,0,4,7,10.32999992,1200
16134,-28,0,,,2.579999924,1200
16135,141,0,2,8,6,1300
16136,14,0,7,6,5.25,1200
16137,25,0,5,7,10.32999992,1200
16138,7,0,3,7,4.409999847,1100
16140,28,0,2,4,4.5,1200
16141,69,0,7,9,21.5,1200
16142,329,0,6,8,12.57999992,1200
16143,149,0,7,1,6.329999924,1200
16144,-21,0,4,5,18.15999985,1300
16147,82,0,7,8,7.409999847,1200
16148,-107,0,,,0.579999983,1300
16149,1214,0,,,29,1200
16150,260,0,5,7,9,1300
16151,192,0,3,6,11.65999985,1200
16152,-1,0,,,6.75,1200
16153,143,0,,3,6.579999924,1200
16154,437,0,,,10.82999992,1200
16155,-31,0,2,5,5.75,1200
16156,-27,0,3,5,10.5,1200
16157,3,0,4,9,3.329999924,1200
16158,7,0,,,3.75,1300
16159,685,0,6,6,9.659999847,1200
16160,-17,0,,,1.659999967,1300
16161,53,0,5,5,3.160000086,1200
16162,-30,0,,3,6.409999847,1200
16163,-44,0,,,6.409999847,1200
16164,102,0,,,9.909999847,1100
16165,-20,0,,,0.829999983,1200
16166,29,0,3,9,7.829999924,1200
16167,211,0,3,3,5.25,1200
16168,31,0,,,2.25,1200
16169,-1,0,3,1,5.659999847,1200
16170,-83,0,2,6,3.5,1200
16171,206,0,4,4,17.5,1100
16172,12,0,2,2,1.5,1200
16173,224,0,7,6,22.07999992,1200
16174,-83,0,,,3.5,1200
16175,94,0,,,39.83000183,1300
16176,58,0,,,15.82999992,1200
16177,-23,0,1,3,29.40999985,1200
16178,-51,0,7,1,23.82999992,1300
16181,-24,0,3,3,3.25,1200
16183,181,0,5,9,10.75,1200
16184,-41,0,,,8,1200
16185,19,0,5,4,23.90999985,1200
16186,-45,0,3,6,5.75,1200
16187,356,0,,1,4.329999924,1100
16189,109,0,6,1,11.57999992,1200
16190,268,0,3,7,11.65999985,1200
16191,-75,0,3,7,7.829999924,1200
16192,-81,0,,,4.659999847,1200
16193,-20,0,,,1.25,1200
16194,-30,0,1,6,4.079999924,1200
16195,-126,0,,,10.5,1200
16196,126,0,5,6,5.25,1200
16197,796,0,2,9,6.5,1200
16198,-17,0,,4,16.65999985,1300
16199,-55,0,,,7.5,1200
16200,-41,0,4,6,22.07999992,1200
16201,129,0,4,6,14,1200
16202,-23,0,2,1,3.079999924,1200
16204,-20,0,,,0.660000026,1200
16205,443,0,7,3,22.65999985,1200
16206,-5,0,7,4,4.5,1200
16207,-62,0,,,5.409999847,1200
16208,241,0,,,7.909999847,1100
16210,150,0,5,6,11.57999992,1100
16211,518,0,3,6,8.829999924,1200
16213,-42,0,,,25.65999985,1200
16214,-69,0,,,2.329999924,1200
16215,-13,0,7,4,12.75,1100
16216,-2,0,,,8.329999924,1200
16217,-4,0,,,0.75,1300
16218,-43,0,3,4,22.32999992,1300
16220,-31,0,4,8,5,1200
16224,-16,0,1,5,1.159999967,1200
16225,186,0,3,7,18.5,1200
16226,248,0,4,6,10.75,1300
16227,-3,0,,,4,1200
16228,42,0,6,4,19.32999992,1200
16229,29,0,2,3,7.159999847,1300
16232,20,0,,,1.5,1200
16233,-128,0,2,1,7,1200
16234,-2,0,,,3.5,1300
16236,1143,0,4,6,10.90999985,1200
16237,-47,0,2,5,2.660000086,1200
16238,-38,0,2,6,4.5,1300
16239,-33,0,,,1.659999967,1200
16242,83,0,7,3,24,1200
16243,-60,0,4,7,24,1200
16244,136,0,,,11.65999985,1300
16247,-31,0,2,5,2.660000086,1100
16248,90,0,5,9,19.25,1200
16249,-2,0,,,6.579999924,1200
16250,248,0,,,5.409999847,1200
16251,-72,0,,,5.329999924,1200
16252,26,0,3,9,8.75,1200
16253,464,0,6,9,16.65999985,1200
16254,134,0,2,6,2.660000086,1300
16256,201,0,7,6,16.90999985,1300
16257,-47,0,4,4,3.579999924,1200
16258,87,0,3,7,24.07999992,1200
16259,301,0,5,6,4,1200
16260,268,0,7,7,3.579999924,1200
16261,15,0,6,7,5.659999847,1200
16262,192,0,7,5,2.5,1100
16263,25,0,3,6,8.25,1200
16264,-48,0,6,8,11.82999992,1200
16265,68,0,,,6.159999847,1300
16266,36,0,2,1,5.75,1200
16267,-32,0,6,5,6.659999847,1200
16268,11,0,7,8,6.659999847,1200
16269,16,0,3,2,2.160000086,1200
16270,-17,0,,,3.329999924,1200
16271,156,0,7,7,30.07999992,1200
16272,-19,0,4,4,4.5,1100
16273,-85,0,4,7,8,1200
16274,-57,0,5,5,2.829999924,1200
16275,-16,0,7,1,2.829999924,1100
16276,236,0,,,7.659999847,1300
16277,-64,0,3,4,22.15999985,1200
16278,12,0,5,4,29.5,1300
16279,14,0,4,5,19.15999985,1200
16280,1055,0,4,3,25.5,1200
16281,-7,0,3,6,2.829999924,1200
16282,-20,0,2,6,1.909999967,1200
16283,-13,0,1,3,1.330000043,1200
16284,384,0,3,6,7.579999924,1200
16285,177,0,6,6,32.25,1300
16286,92,0,3,7,4.579999924,1300
16287,103,0,7,9,13.40999985,1200
16288,256,0,4,3,6.159999847,1100
16289,259,0,4,9,16.32999992,1200
16290,10,0,4,6,4.909999847,1200
16291,-71,0,,2,3.75,1100
16292,-32,0,7,6,4.909999847,1200
16293,179,0,6,8,20.82999992,1200
16294,-8,0,4,2,2.25,1200
16296,219,0,3,3,22.15999985,1200
16297,-2,0,,,5.159999847,1200
16298,303,0,2,9,9.579999924,1200
16299,1538,0,3,9,6.409999847,1200
16301,86,0,,,9.659999847,1200
16302,-30,0,,,1.909999967,1200
16303,40,0,5,3,6.659999847,1200
16304,-33,0,5,3,10.75,1200
16305,-47,0,5,6,15.75,1300
16306,-25,0,5,3,4.75,1200
16307,38,0,4,6,5.5,1200
16308,-118,0,,,23.07999992,1300
16309,16,0,7,1,10.07999992,1200
16310,382,0,6,6,16,1200
16311,652,0,5,6,3.079999924,1200
16312,98,0,6,5,9.829999924,1200
16313,25,0,2,,4.659999847,1200
16314,-10,0,,,1.25,1200
16315,1015,0,,,16.82999992,1200
16316,70,0,,,19.40999985,1200
16317,-31,0,4,3,5.25,1300
16318,-130,0,3,3,5.159999847,1300
16319,-72,0,6,3,9.659999847,1200
16320,-56,0,,,4.75,1200
16321,36,0,4,3,7.329999924,1200
16322,151,0,3,6,10.57999992,1200
16323,-62,0,1,6,4.75,1200
16324,117,0,2,7,4.25,1200
16325,-18,0,,,15.07999992,1200
16326,114,0,4,8,2.5,1200
16327,18,0,,,0.75,1300
16329,556,0,4,3,11,1200
16330,146,0,5,3,11.82999992,1100
16331,-67,0,,,39.40999985,1200
16332,-41,0,7,4,22.07999992,1200
16333,-188,0,,4,20.82999992,1100
16334,-31,0,,,2.75,1200
16335,475,0,7,1,8.829999924,1200
16336,-2,0,2,7,2.410000086,1200
16337,0,0,,,0.579999983,1200
16338,187,0,4,5,10,1100
16339,-40,0,,,17.65999985,1300
16340,-19,0,2,3,7.659999847,1200
16342,26,0,3,6,8.409999847,1200
16343,-13,0,,,11.40999985,1300
16344,174,0,3,9,1.330000043,1200
16345,-165,0,5,1,18,1100
16346,-166,0,7,3,24.32999992,1100
16347,1509,0,6,6,8.659999847,1200
16349,-36,0,3,6,6.5,1200
16350,19,0,5,6,11.65999985,1200
16351,303,0,5,6,1.159999967,1200
16352,841,0,3,6,9.409999847,1200
16353,1305,0,5,9,18.65999985,1200
16354,-19,0,3,4,23.25,1300
16355,463,0,4,6,19.15999985,1200
16358,92,0,6,6,13.75,1200
16359,470,0,7,6,1.909999967,1200
16360,292,0,3,7,4.75,1300
16361,-87,0,2,6,4.5,1200
16362,4,0,,,17.90999985,1100
16364,147,0,4,8,9.829999924,1200
16365,684,0,2,9,8.159999847,1200
16366,207,0,4,6,3.579999924,1200
16367,99,0,,,24.32999992,1200
16368,137,0,4,8,10.82999992,1200
16369,107,0,,,2.25,1200
16371,-79,0,3,1,5.329999924,1200
16372,60,0,5,3,3.5,1100
16373,119,0,7,3,29.15999985,1200
16374,34,0,,8,0.75,1200
16375,58,0,,,10.07999992,1200
16376,-76,0,4,9,9.829999924,1300
16377,395,0,7,6,28,1200
16378,-19,0,4,6,18.65999985,1200
16379,61,0,4,9,5.75,1300
16380,-114,0,6,5,33.90999985,1200
16381,-18,0,5,6,8.909999847,1200
16382,659,0,,,1.580000043,1100
16383,118,0,,,11,1200
16384,2039,0,3,7,4,1200
16385,-83,0,,,11.40999985,1200
16386,165,0,4,6,25.40999985,1200
16387,89,0,7,6,2.579999924,1200
16388,-3,0,,4,1.75,1200
16389,-26,0,3,4,12.40999985,1200
16390,-29,0,1,,0.910000026,1200
16392,274,0,5,6,26.57999992,1200
16393,-32,0,,,0.579999983,1300
16394,267,0,4,7,5.079999924,1200
16395,112,0,1,3,6.659999847,1200
16396,191,0,2,8,8.5,1200
16397,-59,0,,,0.829999983,1200
16398,-9,0,,,2.079999924,1200
16399,147,0,4,5,8.909999847,1300
16400,308,0,6,9,6.579999924,1200
16401,-15,0,2,5,6.079999924,1200
16402,112,0,7,1,1.830000043,1200
16403,-30,0,,,4.329999924,1200
16404,1432,0,5,7,13.40999985,1200
16405,-5,0,,,7.409999847,1200
16406,241,0,,,30.07999992,1200
16407,323,0,5,8,12.32999992,1200
16408,255,0,5,5,7.659999847,1200
16409,-4,0,,,7.079999924,1200
16410,-19,0,5,1,0.910000026,1300
16411,20,0,4,6,5.409999847,1200
16412,148,0,,,1.75,1200
16414,-17,0,2,3,1.909999967,1200
16415,-63,0,6,3,33.83000183,1100
16416,443,0,4,7,16.57999992,1200
16417,-25,0,,,1.659999967,1200
16419,64,0,7,4,30.07999992,1300
16420,149,0,,,5.329999924,1200
16421,-3,0,3,1,1.909999967,1200
16422,54,0,,,31.90999985,1200
16423,224,0,4,4,23.25,1200
16425,1152,0,,,9.5,1100
16426,-130,0,,,5.579999924,1200
16427,-84,0,6,1,32.25,1100
16429,1338,0,7,1,29.07999992,1100
16432,-133,0,5,6,9.159999847,1200
16433,-82,0,5,5,30.82999992,1200
16434,-109,0,,,12.57999992,1100
16435,-39,0,2,4,2.160000086,1300
16436,80,0,3,9,10,1200
16437,569,0,7,3,11.90999985,1200
16438,99,0,3,9,20.07999992,1200
16439,85,0,,,13.90999985,1200
16440,-57,0,7,6,9.079999924,1100
16441,472,0,6,4,28.75,1200
16442,-9,0,4,8,15.90999985,1200
16443,-71,0,5,1,5.159999847,1200
16445,39,0,4,4,18.15999985,1100
16446,-17,0,,,4.829999924,1200
16449,-80,0,,,1.080000043,1200
16450,-82,0,,,5.579999924,1100
16451,202,0,5,9,8.829999924,1200
16452,-103,0,4,4,7.409999847,1300
16453,-124,0,2,5,6,1200
16454,-23,0,3,2,0.5,1200
16456,-5,0,3,1,2.75,1200
16458,-93,0,,,2.579999924,1200
16459,538,0,4,8,5.829999924,1200
16460,9,0,3,7,7.159999847,1200
16461,95,0,3,6,4.909999847,1300
16462,23,0,3,8,4.579999924,1200
16463,82,0,3,6,16.40999985,1200
16464,-3,0,,,4.409999847,1200
16465,52,0,,,3.75,1200
16466,19,0,3,9,6.5,1200
16467,-20,0,,,1.830000043,1300
16469,-9,0,4,6,3.579999924,1200
16470,272,0,7,5,34.33000183,1100
16472,-97,0,7,5,36.65999985,1200
16473,570,0,7,6,19.90999985,1200
16475,-22,0,,,9.25,1200
16476,-15,0,2,4,4.909999847,1200
16477,-21,0,,,18.25,1200
16478,182,0,4,6,20.07999992,1100
16479,-162,0,,,5.25,1200
16481,34,0,,3,4.329999924,1200
16482,-24,0,4,3,21.40999985,1200
16483,-15,0,5,6,9.5,1200
16484,-80,0,,,4,1200
16486,172,0,2,5,5.409999847,1100
16487,205,0,4,3,16.32999992,1200
16488,-147,0,4,7,23.07999992,1200
16490,1,0,2,,6.5,1200
16491,189,0,7,4,26.57999992,1100
16492,29,0,6,4,20.82999992,1200
16493,-152,0,6,1,10.07999992,1200
16494,-37,0,5,5,3.75,1200
16496,-59,0,,,16.75,1200
16498,591,0,5,8,22.07999992,1300
16499,-17,0,6,1,7.409999847,1200
16500,-14,0,,,1.659999967,1200
16501,151,0,5,6,26.32999992,1200
16502,-37,0,4,5,3.660000086,1200
16503,107,0,2,6,17.65999985,1200
16504,-12,0,,1,18.90999985,1300
16505,-19,0,5,6,11.5,1300
16506,-44,0,4,3,22.32999992,1200
16507,427,0,4,9,5.829999924,1200
16508,165,0,2,7,7,1200
16509,46,0,3,3,4.409999847,1300
16510,11,0,,,0.159999996,1300
16511,-29,0,2,3,1.659999967,1200
16512,46,0,2,7,12.32999992,1200
16513,261,0,4,3,17.82999992,1300
16515,294,0,3,9,24.65999985,1200
16517,381,0,6,3,22.57999992,1200
16518,-31,0,2,5,5.409999847,1300
16519,-86,0,6,2,20.82999992,1200
16520,303,0,4,9,9.829999924,1200
16521,-38,0,1,8,2.25,1200
16522,-29,0,,,0.579999983,1200
16523,-6,0,2,3,1,1200
16524,127,0,2,4,6.659999847,1200
16525,733,0,7,6,14.25,1200
16526,-27,0,4,,11.82999992,1200
16527,6,0,5,7,5.159999847,1200
16528,99,0,6,5,16.15999985,1200
16529,31,0,5,6,12.57999992,1200
16530,68,0,,,5.5,1200
16531,501,0,,,0.5,1200
16532,65,0,5,9,8,1200
16533,-8,0,,,0.579999983,1100
16534,-137,0,7,6,29.82999992,1200
16535,139,0,2,3,1.25,1200
16536,592,0,2,8,7.909999847,1200
16537,-26,0,5,7,7.159999847,1200
16538,141,0,3,4,12.40999985,1200
16539,-29,0,2,6,1.75,1200
16540,111,0,7,1,7.909999847,1200
16541,386,0,4,6,4.579999924,1200
16542,17,0,2,7,1.5,1200
16543,-36,0,,1,0.5,1200
16544,51,0,4,9,18.65999985,1200
16545,146,0,,,5.159999847,1200
16547,-69,0,4,7,14.07999992,1100
16548,-20,0,,,1.330000043,1200
16549,-62,0,4,3,14.5,1200
16550,584,0,4,9,1.830000043,1200
16551,-21,0,3,5,6.409999847,1200
16552,-27,0,,,2.910000086,1300
16553,308,0,3,9,12.15999985,1200
16554,1662,0,,,0.910000026,1200
16555,-36,0,3,6,5.829999924,1200
16556,-2,0,5,9,26,1200
16557,-25,0,,,2.910000086,1200
16559,477,0,7,4,20.5,1300
16560,455,0,6,6,15.25,1200
16561,-6,0,2,3,4.329999924,1200
16562,-18,0,3,6,4.829999924,1200
16563,-18,0,4,6,5.409999847,1200
16564,-113,0,,,2.25,1200
16565,13,0,,,0.159999996,1200
16566,-32,0,7,2,16.07999992,1200
16567,22,0,5,6,7.659999847,1200
16568,-17,0,3,3,6.75,1200
16569,154,0,3,6,6.329999924,1200
16570,-13,0,7,7,1.909999967,1200
16571,996,0,7,6,12.32999992,1200
16572,1029,0,5,7,15.57999992,1200
16573,-89,0,1,3,7.579999924,1200
16574,337,0,7,8,13.75,1200
16575,53,0,3,6,2.410000086,1200
16576,404,0,3,6,0.25,1200
16577,839,0,4,2,15.07999992,1300
16578,520,0,5,9,0.75,1200
16579,-54,0,5,7,21.40999985,1200
16580,252,0,6,6,1.659999967,1100
16581,202,0,,,19.07999992,1200
16582,-58,0,6,1,1.659999967,1200
16583,38,0,6,7,19.75,1200
16584,-42,0,,,6.579999924,1200
16585,540,0,7,1,17.07999992,1200
16586,244,0,4,6,4,1200
16587,290,0,5,1,16.65999985,1200
16588,-11,0,,,24.07999992,1200
16589,32,0,4,3,2.910000086,1300
16590,232,0,3,8,8.079999924,1200
16591,3,0,5,6,15.75,1100
16592,-3,0,,,6.659999847,1200
16594,42,0,5,1,2.079999924,1200
16595,-3,0,,,4.829999924,1200
16596,-27,0,,,1.409999967,1200
16597,606,0,5,9,29.75,1200
16598,-79,0,,,8.75,1300
16599,-56,0,,,0.660000026,1200
16601,-24,0,3,4,12.90999985,1200
16604,27,0,4,8,4.409999847,1200
16605,130,0,7,7,14.90999985,1200
16606,-29,0,4,8,16.07999992,1200
16607,79,0,3,4,7.409999847,1300
16608,-67,0,7,7,5.829999924,1200
16609,483,0,,7,7,1200
16610,-56,0,5,4,5.329999924,1100
16611,12,0,4,5,13.07999992,1200
16612,329,0,4,9,7.079999924,1200
16614,-32,0,3,4,6.5,1200
16615,-67,0,6,,6.079999924,1200
16616,-3,0,,,0.579999983,1200
16617,88,0,6,5,5.25,1200
16618,14,0,,,0.25,1200
16619,11,0,,,15,1200
16620,-76,0,5,3,4.75,1200
16622,22,0,3,3,8.159999847,1200
16623,67,0,1,6,6,1100
16624,213,0,5,6,14.25,1300
16625,-61,0,,,3.829999924,1200
16626,76,0,2,8,3.5,1200
16627,-25,0,3,2,9.409999847,1200
16628,-13,0,2,1,8.329999924,1200
16629,179,0,7,8,9.659999847,1200
16630,209,0,2,4,7.5,1200
16631,-32,0,,,5,1100
16632,-15,0,7,5,9.829999924,1200
16633,1209,0,5,9,17.32999992,1200
16634,531,0,4,7,15.75,1200
16635,-149,0,3,6,7.909999847,1200
16636,-142,0,7,3,15.32999992,1200
16637,468,0,6,4,20.90999985,1200
16638,29,0,,,2.75,1200
16639,13,0,5,7,1.409999967,1200
16640,-7,0,4,2,12,1300
16641,127,0,,,28.90999985,1200
16642,-28,0,3,9,2.579999924,1200
16643,-59,0,7,4,33.33000183,1300
16644,-46,0,4,9,4.409999847,1200
16646,-12,0,,,6.5,1200
16647,104,0,3,6,11.65999985,1100
16648,70,0,7,9,30.57999992,1300
16649,-2,0,,,6.909999847,1200
16650,47,0,4,3,12.25,1200
16651,-28,0,2,4,5.909999847,1200
16652,45,0,3,6,7.909999847,1200
16653,17,0,,,0.579999983,1300
16654,24,0,2,9,7.909999847,1200
16655,24,0,5,6,15.32999992,1200
16657,-80,0,5,7,22.90999985,1200
16658,76,0,4,8,17.07999992,1200
16659,2,0,3,7,8.079999924,1200
16660,30,0,6,5,31.90999985,1200
16661,81,0,5,5,2.25,1200
16662,-50,0,4,6,5.579999924,1200
16663,-16,0,4,3,16.25,1200
16664,-9,0,,,2.829999924,1300
16665,15,0,,,7.579999924,1200
16666,17,0,6,4,25.82999992,1200
16667,1,0,,,0.75,1200
16668,119,0,5,1,31.75,1200
16669,14,0,,,2.079999924,1100
16671,34,0,4,6,28.40999985,1200
16672,50,0,7,3,31.75,1200
16673,-1,0,4,1,20,1100
16674,-6,0,5,6,26.32999992,1300
16675,57,0,5,6,3.579999924,1200
16676,13,0,4,,4.909999847,1200
16677,-27,0,,,2.079999924,1100
16678,-44,0,,,4.409999847,1200
16679,-86,0,,,4.5,1200
16680,49,0,3,6,21.65999985,1200
16681,148,0,,,16,1200
16682,30,0,5,6,31.32999992,1200
16683,106,0,7,9,1.75,1200
16684,127,0,,,0.660000026,1100
16685,15,0,1,1,1.909999967,1200
16686,34,0,3,,9.909999847,1200
16687,-88,0,4,5,6.25,1200
16688,-37,0,3,2,14.65999985,1200
16689,373,0,3,8,15.40999985,1200
16690,89,0,3,6,7,1200
16691,134,0,2,8,0.660000026,1200
16692,-29,0,,,2.660000086,1200
16694,-147,0,7,3,6.5,1200
16695,151,0,7,6,29.57999992,1200
16696,463,0,3,6,1.25,1200
16697,-36,0,2,1,8.5,1300
16699,-32,0,,,10.75,1200
16700,285,0,4,9,14.65999985,1300
16702,149,0,4,6,21.57999992,1200
16703,457,0,3,7,7.659999847,1200
16705,-103,0,7,5,28.57999992,1200
16706,-59,0,7,9,23.32999992,1200
16707,48,0,3,9,3.329999924,1200
16708,63,0,,,27.40999985,1300
16709,0,0,,,0.5,1200
16710,83,0,,,12.90999985,1200
16711,401,0,7,4,9.579999924,1100
16713,281,0,4,4,5.75,1200
16715,283,0,,,6.5,1200
16717,753,0,5,9,37.65999985,1200
16719,454,0,7,6,7.909999847,1200
16720,313,0,5,3,7.159999847,1100
16721,75,0,5,5,20.15999985,1100
16722,-13,0,7,8,4.579999924,1200
16723,95,0,2,7,4.409999847,1200
16724,306,0,5,7,8.079999924,1200
16725,65,0,5,6,17.25,1200
16726,-21,0,2,3,6.909999847,1200
16727,-26,0,,,0.579999983,1200
16728,5,0,3,3,1.25,1200
16729,18,0,4,6,10.90999985,1200
16730,246,0,3,5,1.75,1100
16731,-16,0,3,7,4.5,1200
16734,-15,0,2,7,6,1200
16735,59,0,5,3,36.65999985,1200
16736,1783,0,,,25.75,1200
16737,-8,0,6,4,13.32999992,1200
16738,136,0,4,7,10.65999985,1300
16739,-130,0,5,4,4.5,1200
16740,224,0,,,3.910000086,1200
16741,-37,0,,,0.330000013,1200
16742,77,0,2,8,2.329999924,1200
16743,-85,0,3,8,6.909999847,1200
16744,726,0,7,6,4.579999924,1200
16745,-84,0,3,7,7.579999924,1200
16746,-3,0,2,6,3.75,1300
16747,-21,0,,,28.15999985,1100
16748,1188,0,7,6,18.82999992,1200
16749,-3,0,,,7,1200
16751,-16,0,7,3,7.579999924,1200
16752,862,0,5,7,6.5,1200
16753,148,0,4,9,2.5,1200
16754,-97,0,3,5,5.75,1200
16756,244,0,,,1.409999967,1200
16757,-59,0,,,20,1300
16759,-54,0,7,1,13.40999985,1200
16760,138,0,,6,10.57999992,1200
16761,563,0,3,3,9.079999924,1200
16762,4,0,4,6,21.32999992,1100
16763,390,0,5,3,29.15999985,1200
16764,2,0,,,2,1200
16765,350,0,,,0.5,1200
16766,-35,0,,7,6,1200
16767,487,0,4,8,4.079999924,1300
16768,-9,0,3,4,7.079999924,1200
16769,168,0,,,5.75,1300
16770,-58,0,4,7,2.160000086,1200
16771,-93,0,,,11.75,1200
16772,-34,0,4,6,5.409999847,1200
16773,-93,0,1,3,1.409999967,1100
16774,-219,0,,,6.409999847,1200
16775,-31,0,,,1.909999967,1200
16776,-165,0,7,2,9.329999924,1300
16777,881,0,7,4,33.90999985,1200
16778,-63,0,6,2,2,1200
16779,151,0,3,7,6.079999924,1200
16780,1824,0,4,7,5.329999924,1200
16782,-2,0,5,7,7.829999924,1300
16783,53,0,4,4,27.65999985,1200
16784,857,0,7,1,19.15999985,1200
16785,-8,0,7,2,4.909999847,1200
16786,274,0,7,6,22.82999992,1200
16787,349,0,4,4,18.57999992,1300
16788,8,0,3,,10.65999985,1200
16789,117,0,6,6,0.910000026,1200
16790,278,0,4,9,23.5,1200
16791,-154,0,6,6,31.65999985,1200
16792,22,0,,,12.15999985,1200
16793,-26,0,3,9,1.5,1200
16794,-25,0,,,0.910000026,1300
16795,299,0,,,4.829999924,1300
16796,-27,0,,,3.910000086,1200
16797,134,0,4,4,5.829999924,1200
16798,-72,0,4,5,12.57999992,1200
16799,470,0,4,9,12.25,1200
16800,-20,0,4,6,17.82999992,1200
16801,100,0,,,1.909999967,1200
16803,-98,0,7,1,33.65999985,1300
16804,119,0,4,6,5.829999924,1100
16805,-1,0,2,6,1.5,1200
16806,158,0,5,9,27.5,1200
16807,-12,0,4,3,4.659999847,1200
16808,-133,0,,,4.75,1200
16809,-61,0,3,9,5,1200
16810,59,0,5,6,7.25,1200
16811,-65,0,,,1.409999967,1200
16812,245,0,7,6,6.659999847,1300
16813,-73,0,6,1,8.75,1200
16815,21,0,,,2.079999924,1200
16816,-65,0,3,7,9.079999924,1200
16817,10,0,4,7,7.5,1200
16818,10,0,4,1,0.579999983,1200
16819,11,0,7,2,0.829999983,1200
16820,-3,0,2,3,6.409999847,1200
16821,-18,0,5,1,14.5,1200
16822,-121,0,3,6,8.659999847,1100
16823,327,0,5,6,22.32999992,1200
16824,-51,0,,,5.659999847,1200
16825,-28,0,3,3,7.329999924,1200
16827,-86,0,6,5,12.65999985,1200
16828,313,0,,,0.75,1200
16829,291,0,7,5,10.40999985,1100
16830,378,0,7,4,9.829999924,1100
16831,573,0,4,6,15,1300
16832,140,0,5,9,15.65999985,1200
16833,66,0,4,8,22.40999985,1200
16834,202,0,4,6,21.5,1200
16835,309,0,2,5,7.079999924,1200
16836,10,0,3,8,14.32999992,1200
16837,-31,0,,,28.57999992,1300
16838,-55,0,,2,0.25,1200
